RXNORM	STR
1053660	fentanyl 0.4 MG Sublingual Tablet [Abstral]
1053661	fentanyl 0.6 MG Sublingual Tablet
1053662	fentanyl 0.6 MG [Abstral]
1053663	fentanyl 0.6 MG Sublingual Tablet [Abstral]
1053664	fentanyl 0.8 MG Sublingual Tablet
1053665	fentanyl 0.8 MG [Abstral]
1053666	fentanyl 0.8 MG Sublingual Tablet [Abstral]
1087427	12 HR chlorpheniramine polistirex 8 MG / hydrocodone polistirex 10 MG Extended Release Oral Capsule [TussiCaps]
1087459	12 HR chlorpheniramine polistirex 1.6 MG/ML / hydrocodone polistirex 2 MG/ML Extended Release Suspension
1087462	chlorpheniramine / hydrocodone Extended Release Suspension [Tussionex]
1087463	12 HR chlorpheniramine polistirex 1.6 MG/ML / hydrocodone polistirex 2 MG/ML Extended Release Suspension [Tussionex]
1088951	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension
1088952	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [Zodryl DEC]
1088953	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension [Zodryl DEC]
1088963	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3.33 MG/ML Oral Suspension
1088964	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3.33 MG/ML [Zodryl DEC]
1088965	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3.33 MG/ML Oral Suspension [Zodryl DEC]
1088968	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3.75 MG/ML Oral Suspension
1088969	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3.75 MG/ML [Zodryl DEC]
1088970	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3.75 MG/ML Oral Suspension [Zodryl DEC]
1088975	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Suspension
1088976	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4 MG/ML [Zodryl DEC]
1088977	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Suspension [Zodryl DEC]
1089021	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4.29 MG/ML Oral Suspension
1089022	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4.29 MG/ML [Zodryl DEC]
1089023	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4.29 MG/ML Oral Suspension [Zodryl DEC]
1089025	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 5 MG/ML Oral Suspension
1089026	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 5 MG/ML [Zodryl DEC]
1089027	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 5 MG/ML Oral Suspension [Zodryl DEC]
1089028	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Suspension
1089029	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML [Zodryl DEC]
1089030	codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Suspension [Zodryl DEC]
1089055	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG Oral Tablet
1089056	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG [Ambifed-G CD]
1089057	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG Oral Tablet [Ambifed-G CD]
1089058	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
1089059	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG [Ambifed CD]
1089060	codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet [Ambifed CD]
1112220	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution
1113314	oxycodone hydrochloride 7.5 MG Oral Tablet
1113417	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
1113997	codeine phosphate 1.6 MG/ML
1114026	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML Oral Solution
1115544	fentanyl 0.1 MG/ACTUAT
1115548	fentanyl 0.1 MG/ACTUAT [Lazanda]
1115573	fentanyl 0.1 MG/ACTUAT Metered Dose Nasal Spray
1115575	fentanyl 0.1 MG/ACTUAT Metered Dose Nasal Spray [Lazanda]
1115576	fentanyl 0.4 MG/ACTUAT
1115577	fentanyl 0.4 MG/ACTUAT Metered Dose Nasal Spray
1115578	fentanyl 0.4 MG/ACTUAT [Lazanda]
1115579	fentanyl 0.4 MG/ACTUAT Metered Dose Nasal Spray [Lazanda]
1144866	hydrocodone polistirex 10 MG
1145789	hydrocodone polistirex 2 MG/ML
1147707	codeine / guaifenesin / pseudoephedrine Oral Solution [Lortuss EX]
1148478	24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule
1148480	tramadol hydrochloride 100 MG [ConZip]
1148481	tramadol Extended Release Oral Capsule [ConZip]
1148482	24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule [ConZip]
1148485	24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule
1148486	tramadol hydrochloride 200 MG [ConZip]
1148487	24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule [ConZip]
1148489	24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule
1148490	tramadol hydrochloride 300 MG [ConZip]
1148491	24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule [ConZip]
1148796	tapentadol Extended Release Oral Tablet
1148797	12 HR tapentadol 100 MG Extended Release Oral Tablet
1148799	tapentadol 150 MG
1148800	12 HR tapentadol 150 MG Extended Release Oral Tablet
1148802	tapentadol 200 MG
1148803	12 HR tapentadol 200 MG Extended Release Oral Tablet
1148805	tapentadol 250 MG
1148807	12 HR tapentadol 250 MG Extended Release Oral Tablet
1148809	12 HR tapentadol 50 MG Extended Release Oral Tablet
1149366	tapentadol Extended Release Oral Tablet [Nucynta]
1149367	12 HR tapentadol 100 MG Extended Release Oral Tablet [Nucynta]
1149369	tapentadol 150 MG [Nucynta]
1149370	12 HR tapentadol 150 MG Extended Release Oral Tablet [Nucynta]
1149372	tapentadol 200 MG [Nucynta]
1149375	tapentadol 250 MG [Nucynta]
1149376	12 HR tapentadol 250 MG Extended Release Oral Tablet [Nucynta]
1149378	12 HR tapentadol 50 MG Extended Release Oral Tablet [Nucynta]
1151359	buprenorphine / naloxone Oral Product
1151360	buprenorphine / naloxone Pill
1151361	buprenorphine Injectable Product
1151362	buprenorphine 5.7 MG
1151363	buprenorphine Pill
1151364	buprenorphine 200 MG/ML
1151378	butorphanol Inhalant Product
1151379	butorphanol Injectable Product
1151380	butorphanol Nasal Product
1151548	acetaminophen / hydrocodone Oral Liquid Product
1151549	acetaminophen / hydrocodone Oral Product
1151550	acetaminophen / hydrocodone Pill
1151899	acetaminophen / oxycodone Oral Liquid Product
1151900	acetaminophen / oxycodone Oral Product
1151901	acetaminophen / oxycodone Pill
1152238	acetaminophen / tramadol Oral Product
1152239	acetaminophen / tramadol Pill
1152250	acetaminophen / butalbital / caffeine / codeine Oral Product
1152251	acetaminophen / butalbital / caffeine / codeine Pill
1152539	acetaminophen / dihydrocodeine Oral Product
1152540	acetaminophen / dihydrocodeine Pill
1153517	aspirin / caffeine / dihydrocodeine Oral Product
1153518	aspirin / caffeine / dihydrocodeine Pill
1153529	aspirin / carisoprodol / codeine Oral Product
1153530	aspirin / carisoprodol / codeine Pill
1153552	aspirin / codeine Oral Product
1153719	aspirin / codeine Pill
1153735	aspirin / hydrocodone Oral Product
1153736	aspirin / hydrocodone Pill
1153749	aspirin / oxycodone Oral Product
1153750	aspirin / oxycodone Pill
1153881	chlorpheniramine / codeine / phenylephrine Oral Liquid Product
1153882	chlorpheniramine / codeine / phenylephrine Oral Product
1153885	chlorpheniramine / codeine / pseudoephedrine Oral Liquid Product
1153886	chlorpheniramine / codeine / pseudoephedrine Oral Product
1153889	chlorpheniramine / codeine Oral Liquid Product
1153890	chlorpheniramine / codeine Oral Product
1153891	chlorpheniramine / codeine Pill
1154056	aspirin / butalbital / caffeine / codeine Oral Product
1154057	aspirin / butalbital / caffeine / codeine Pill
1154481	chlorpheniramine / guaifenesin / hydrocodone / pseudoephedrine Oral Product
1154503	chlorpheniramine / hydrocodone / pseudoephedrine Oral Liquid Product
1154504	chlorpheniramine / hydrocodone / pseudoephedrine Oral Product
1154523	codeine / guaifenesin / phenylephrine Oral Product
1154570	acetaminophen / caffeine / codeine Oral Product
1154590	acetaminophen / caffeine / dihydrocodeine Oral Product
1154591	acetaminophen / caffeine / dihydrocodeine Pill
1154770	chlorpheniramine / hydrocodone Oral Liquid Product
1154771	chlorpheniramine / hydrocodone Oral Product
1154772	chlorpheniramine / hydrocodone Pill
1154803	codeine / guaifenesin / phenylephrine Pill
1154810	codeine / guaifenesin / pseudoephedrine Oral Liquid Product
1154811	codeine / guaifenesin / pseudoephedrine Oral Product
1154812	codeine / guaifenesin / pseudoephedrine Pill
1154815	codeine / guaifenesin Oral Liquid Product
1154816	codeine / guaifenesin Oral Product
1154817	codeine / guaifenesin Pill
1154818	codeine / ibuprofen Oral Product
1154819	codeine / ibuprofen Pill
1154820	codeine / kaolin Oral Liquid Product
1154821	codeine / kaolin Oral Product
1154830	codeine / phenylephrine / promethazine Oral Liquid Product
1154831	codeine / phenylephrine / promethazine Oral Product
1154834	codeine / phenylephrine / pyrilamine Oral Liquid Product
1154835	codeine / phenylephrine / pyrilamine Oral Product
1155151	codeine / promethazine Oral Liquid Product
1155152	codeine / promethazine Oral Product
1155158	codeine / pseudoephedrine Oral Liquid Product
1155159	codeine / pseudoephedrine Oral Product
1155160	codeine / pseudoephedrine Pill
1155165	codeine / dexchlorpheniramine / phenylephrine Oral Liquid Product
1155166	codeine / dexchlorpheniramine / phenylephrine Oral Product
1155183	codeine Injectable Product
1155184	codeine Oral Liquid Product
1155185	codeine Oral Product
1155186	codeine Pill
1155385	brompheniramine / codeine / phenylephrine Oral Liquid Product
1155386	brompheniramine / codeine / phenylephrine Oral Product
1155387	brompheniramine / codeine / phenylephrine Pill
1155388	brompheniramine / codeine / phenylpropanolamine Oral Liquid Product
1155389	brompheniramine / codeine / phenylpropanolamine Oral Product
1155390	brompheniramine / codeine / pseudoephedrine Oral Liquid Product
1155391	brompheniramine / codeine / pseudoephedrine Oral Product
1155393	brompheniramine / codeine Oral Product
1155394	brompheniramine / codeine Pill
1155444	chlorpheniramine / dihydrocodeine / phenylephrine Oral Liquid Product
1155445	chlorpheniramine / dihydrocodeine / phenylephrine Oral Product
1155597	acetaminophen / codeine Oral Liquid Product
1155598	acetaminophen / codeine Oral Product
1155599	acetaminophen / codeine Pill
1155730	brompheniramine / guaifenesin / hydrocodone Oral Liquid Product
1155731	brompheniramine / guaifenesin / hydrocodone Oral Product
1155999	belladonna alkaloids / opium Rectal Product
1156164	cyclizine / morphine Injectable Product
1156360	morphine Injectable Product
1156362	morphine Oral Liquid Product
1156363	morphine Oral Product
1156364	morphine Pill
1156365	morphine Rectal Product
1156970	nalbuphine Injectable Product
1156976	naloxone / pentazocine Oral Product
1156977	naloxone / pentazocine Pill
1156980	naloxone Injectable Product
1156981	naltrexone Injectable Product
1156982	naltrexone Oral Product
1156983	naltrexone Pill
1157660	tramadol Injectable Product
1157661	tramadol Oral Liquid Product
1157662	tramadol Oral Product
1157663	tramadol Pill
1157830	guaiacolsulfonate / hydrocodone Oral Liquid Product
1157831	guaiacolsulfonate / hydrocodone Oral Product
1158557	guaifenesin / hydrocodone / pseudoephedrine Oral Liquid Product
1158558	guaifenesin / hydrocodone / pseudoephedrine Oral Product
1158562	guaifenesin / hydrocodone Oral Liquid Product
1158563	guaifenesin / hydrocodone Oral Product
1158923	dihydrocodeine Injectable Product
1158924	dihydrocodeine Oral Liquid Product
1158925	dihydrocodeine Oral Product
1158926	dihydrocodeine Pill
1159054	fentanyl / ropivacaine Injectable Product
1159055	fentanyl Inhalant Product
1159056	fentanyl Injectable Product
1159057	fentanyl Nasal Product
1159058	fentanyl Oral Product
1159059	fentanyl Pill
1159060	fentanyl Topical Product
1159519	homatropine / hydrocodone Oral Liquid Product
1159520	homatropine / hydrocodone Oral Product
1159521	homatropine / hydrocodone Pill
1160338	heroin Injectable Product
1160381	meperidine / promethazine Oral Product
1160382	meperidine / promethazine Pill
1160383	meperidine Injectable Product
1160384	meperidine Oral Liquid Product
1160385	meperidine Oral Product
1160386	meperidine Pill
1160875	tapentadol Oral Product
1160876	tapentadol Pill
1160889	heroin Oral Product
1160890	heroin Pill
1161039	opium Oral Liquid Product
1161040	opium Oral Product
1161619	methadone Injectable Product
1161620	methadone Oral Liquid Product
1161621	methadone Oral Product
1161622	methadone Pill
1161680	oxycodone Injectable Product
1161681	oxycodone Oral Liquid Product
1161682	oxycodone Oral Product
1161683	oxycodone Pill
1161864	chlorcyclizine / codeine / pseudoephedrine Oral Liquid Product
1161865	chlorcyclizine / codeine / pseudoephedrine Oral Product
1162252	oxymorphone Oral Product
1162253	oxymorphone Pill
1162788	hydrocodone / ibuprofen Oral Product
1162789	hydrocodone / ibuprofen Pill
1162801	hydrocodone / pseudoephedrine Oral Product
1162802	hydrocodone / pseudoephedrine Pill
1163105	bromodiphenhydramine / codeine Oral Liquid Product
1163106	bromodiphenhydramine / codeine Oral Product
1163405	hydrocodone Oral Product
1163406	hydrocodone Pill
1163479	levorphanol Injectable Product
1163480	levorphanol Oral Product
1163481	levorphanol Pill
1164618	hydromorphone Injectable Product
1164619	hydromorphone Oral Liquid Product
1164620	hydromorphone Oral Product
1164621	hydromorphone Pill
1164622	hydromorphone Rectal Product
1165305	ibuprofen / oxycodone Oral Product
1165306	ibuprofen / oxycodone Pill
1165401	morphine / naltrexone Oral Product
1165402	morphine / naltrexone Pill
1165961	Abstral Oral Product
1165962	Abstral Pill
1166500	Fentora Oral Product
1166501	Fentora Pill
1166579	Ibudone Oral Product
1166582	Ibudone Pill
1167339	Brontex Oral Liquid Product
1167340	Brontex Oral Product
1167342	Brontex Pill
1167848	Allfen CDX Oral Product
1167849	Allfen CDX Pill
1168005	BroveX CB Oral Product
1168006	BroveX CB Pill
1168031	Brovex PBC Oral Product
1168032	Brovex PBC Pill
1168053	BuTrans Topical Product
1168080	Cheracol with Codeine Oral Liquid Product
1168085	Cheracol with Codeine Oral Product
1168086	Cheratussin DAC Oral Liquid Product
1168090	Cheratussin DAC Oral Product
1168092	Cheratussin Oral Liquid Product
1168093	Cheratussin Oral Product
1168113	ConZip Oral Product
1168114	ConZip Pill
1168205	Duragesic Topical Product
1168222	Duramorph Injectable Product
1168324	Fioricet with Codeine Oral Product
1168325	Fioricet with Codeine Pill
1168543	Kadian Oral Product
1168544	Kadian Pill
1168687	Buprenex Injectable Product
1168868	Dilaudid Injectable Product
1168869	Dilaudid Oral Liquid Product
1168870	Dilaudid Oral Product
1168871	Dilaudid Pill
1169909	Actiq Oral Product
1170674	Ambifed CD Oral Product
1170675	Ambifed CD Pill
1170688	Ambifed-G CD Oral Product
1170689	Ambifed-G CD Pill
1171456	Ascomp Oral Product
1171457	Ascomp Pill
1172176	Astramorph Injectable Product
1172420	Demerol Injectable Product
1172426	Demerol Oral Product
1172427	Demerol Pill
1172702	Hy-KXP Oral Liquid Product
1172703	Hy-KXP Oral Product
1172717	Hycet Oral Liquid Product
1172718	Hycet Oral Product
1172763	Infumorph Injectable Product
1173375	Hycodan Oral Liquid Product
1173376	Hycodan Oral Product
1173377	Hycodan Pill
1174367	Biotussin Oral Liquid Product
1174368	Biotussin Oral Product
1174574	Dolophine Oral Product
1174575	Dolophine Pill
1174579	Dolorex Solution Injectable Product
1175452	Hydromet Oral Liquid Product
1175453	Hydromet Oral Product
1176279	Lazanda Inhalant Product
1176280	Lazanda Nasal Product
1176474	ColdCough PD Oral Liquid Product
1176475	ColdCough PD Oral Product
1176580	Endocet Pill
1176583	Endocet Oral Product
1177023	Oxycontin Oral Product
1177024	Oxycontin Pill
1177849	Talwin Injectable Product
1178152	P-V-Tussin Oral Product
1178153	P-V-Tussin Pill
1178314	ReVia Oral Product
1178315	ReVia Pill
1178646	TussiCaps Oral Product
1178647	TussiCaps Pill
1178662	Tussigon Oral Product
1178663	Tussigon Pill
1178791	Nucofed Oral Product
1178792	Nucofed Pill
1178796	Nucynta Oral Product
1178797	Nucynta Pill
1179687	Trezix Oral Product
1179688	Trezix Pill
1180238	Suboxone Oral Product
1180293	Lorcet Pill
1180294	Lorcet Oral Product
1180308	Lortab Oral Product
1180309	Lortab Pill
1180310	Lortab Oral Liquid Product
1180319	Lortuss EX Oral Liquid Product
1180320	Lortuss EX Oral Product
1180402	Mar-cof BP Oral Liquid Product
1180403	Mar-cof BP Oral Product
1180404	Mar-cof CG Oral Liquid Product
1180405	Mar-cof CG Oral Product
1181342	Reprexain Oral Product
1181345	Reprexain Pill
1182099	M-Clear WC Oral Liquid Product
1182100	M-Clear WC Oral Product
1182101	M-Clear WC Pill
1182193	Maxiphen CDX Oral Product
1182194	Maxiphen CDX Pill
1182301	Opana Oral Product
1182302	Opana Pill
1182579	Roxicodone Oral Product
1182580	Roxicodone Pill
1182962	Poly Hist PD Oral Liquid Product
1182963	Poly Hist PD Oral Product
1184326	M-End PE Oral Liquid Product
1184327	M-End PE Oral Product
1184943	MS Contin Oral Product
1184944	MS Contin Pill
1185115	Norco Oral Product
1185116	Norco Pill
1185228	Percocet Oral Product
1185658	Methadose Oral Liquid Product
1185659	Methadose Oral Product
1185660	Methadose Pill
1185784	Percocet Pill
1186327	Zotex C Oral Liquid Product
1186328	Zotex C Oral Product
1186574	Vicoprofen Oral Product
1186575	Vicoprofen Pill
1186708	Tussionex Oral Liquid Product
1186709	Tussionex Oral Product
1186837	Z Tuss AC Oral Liquid Product
1186838	Z Tuss AC Oral Product
1187023	Zamicet Oral Liquid Product
1187024	Zamicet Oral Product
1187405	Vivitrol Injectable Product
1187505	Tylenol with Codeine Oral Product
1187712	Ultracet Oral Product
1187713	Ultracet Pill
1187716	Ultram Oral Product
1187717	Ultram Pill
1187984	Zodryl AC Oral Product
1187985	Zodryl AC Oral Liquid Product
1187996	Zodryl DAC Oral Product
1187997	Zodryl DAC Oral Liquid Product
1188149	Zodryl DEC Oral Product
1188152	Zodryl DEC Oral Liquid Product
1190194	dihydrocodeine bitartrate 16 MG
1190201	acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix]
1190574	codeine phosphate 1.2 MG/ML
1190576	codeine / dexbrompheniramine / pseudoephedrine Oral Liquid Product
1190577	codeine / dexbrompheniramine / pseudoephedrine Oral Product
1190578	codeine / dexbrompheniramine / pseudoephedrine Oral Solution
1190580	codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution
1190582	codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML [M-End Max D]
1190583	codeine / dexbrompheniramine / pseudoephedrine Oral Solution [M-End Max D]
1190585	M-End Max D Oral Liquid Product
1190586	M-End Max D Oral Product
1190587	codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution [M-End Max D]
1191211	naloxone hydrochloride 0.02 MG/ML
1191221	naloxone hydrochloride 0.4 MG/ML
1191227	naloxone hydrochloride 1 MG/ML
1232113	1 ML morphine sulfate 15 MG/ML Prefilled Syringe
1234871	acetaminophen 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule
1234872	aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule
1234940	dihydrocodeine bitartrate 0.6 MG/ML
1234941	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution
1234954	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / phenylephrine hydrochloride 1.5 MG/ML [ColdCough PD]
1234957	chlorpheniramine maleate 0.4 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [ColdCough PD]
1234977	dihydrocodeine bitartrate 32 MG
1234978	acetaminophen 712.8 MG / caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet
1234997	dihydrocodeine bitartrate 10 MG
1235008	dihydrocodeine bitartrate 20 MG
1235010	dihydrocodeine bitartrate 30 MG
1235862	chlorcyclizine hydrochloride 2.5 MG/ML / codeine phosphate 1.8 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
1236178	dihydrocodeine bitartrate 120 MG
1236183	dihydrocodeine bitartrate 40 MG
1236187	dihydrocodeine bitartrate 60 MG
1236189	dihydrocodeine bitartrate 90 MG
1236217	dihydrocodeine bitartrate 2.42 MG/ML
1237048	fentanyl Mucosal Product
1237049	fentanyl Mucosal Spray
1237050	fentanyl 0.1 MG/ACTUAT Mucosal Spray
1237052	fentanyl 0.1 MG/ACTUAT [Subsys]
1237053	fentanyl Mucosal Spray [Subsys]
1237054	Subsys Mucosal Product
1237055	fentanyl 0.1 MG/ACTUAT Mucosal Spray [Subsys]
1237056	fentanyl 0.2 MG/ACTUAT
1237057	fentanyl 0.2 MG/ACTUAT Mucosal Spray
1237058	fentanyl 0.2 MG/ACTUAT [Subsys]
1237059	fentanyl 0.2 MG/ACTUAT Mucosal Spray [Subsys]
1237060	fentanyl 0.4 MG/ACTUAT Mucosal Spray
1237061	fentanyl 0.4 MG/ACTUAT [Subsys]
1237062	fentanyl 0.4 MG/ACTUAT Mucosal Spray [Subsys]
1237063	fentanyl 0.6 MG/ACTUAT
1237064	fentanyl 0.6 MG/ACTUAT Mucosal Spray
1237065	fentanyl 0.6 MG/ACTUAT [Subsys]
1237066	fentanyl 0.6 MG/ACTUAT Mucosal Spray [Subsys]
1237067	fentanyl 0.8 MG/ACTUAT
1237068	fentanyl 0.8 MG/ACTUAT Mucosal Spray
1237069	fentanyl 0.8 MG/ACTUAT [Subsys]
1237070	fentanyl 0.8 MG/ACTUAT Mucosal Spray [Subsys]
1242106	1 ML meperidine hydrochloride 100 MG/ML Cartridge [Demerol]
1242503	1 ML meperidine hydrochloride 25 MG/ML Cartridge [Demerol]
1242554	chlorcyclizine hydrochloride 2.5 MG/ML / codeine phosphate 1.8 MG/ML / pseudoephedrine hydrochloride 6 MG/ML [Statuss Green Reformulated Jan 2012]
1242555	chlorcyclizine / codeine / pseudoephedrine Oral Solution [Statuss Green Reformulated Jan 2012]
1242556	Statuss Green Reformulated Jan 2012 Oral Liquid Product
1242557	Statuss Green Reformulated Jan 2012 Oral Product
1242558	chlorcyclizine hydrochloride 2.5 MG/ML / codeine phosphate 1.8 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Statuss Green Reformulated Jan 2012]
1244920	brompheniramine maleate 0.266 MG/ML / codeine phosphate 1.27 MG/ML / phenylephrine hydrochloride 0.666 MG/ML [M-End PE]
1244921	brompheniramine maleate 0.266 MG/ML / codeine phosphate 1.27 MG/ML / phenylephrine hydrochloride 0.666 MG/ML Oral Solution [M-End PE]
1248115	24 HR tramadol hydrochloride 150 MG Extended Release Oral Capsule
1294774	fentanyl Lozenge Product
1294794	fentanyl Transdermal Product
1294831	buprenorphine / naloxone Sublingual Product
1294974	fentanyl Sublingual Product
1295116	buprenorphine Sublingual Product
1295170	fentanyl Buccal Product
1295269	buprenorphine Transdermal Product
1295674	tramadol Disintegrating Oral Product
1295970	Actiq Lozenge Product
1296074	Abstral Sublingual Product
1296477	BuTrans Transdermal Product
1296815	Duragesic Transdermal Product
1296911	Fentora Buccal Product
1297024	Suboxone Sublingual Product
1302738	butorphanol 10 MG/ML
1302740	butorphanol 10 MG/ML [Dolorex Solution]
1302741	butorphanol 10 MG/ML Injectable Solution [Dolorex Solution]
1303735	morphine sulfate 40 MG
1303736	morphine sulfate 40 MG Extended Release Oral Capsule
1303737	morphine sulfate 40 MG [Kadian]
1303738	morphine sulfate 40 MG Extended Release Oral Capsule [Kadian]
1306898	24 HR hydromorphone hydrochloride 32 MG Extended Release Oral Tablet
1307054	buprenorphine 4 MG
1307055	naloxone 1 MG
1307056	buprenorphine 4 MG / naloxone 1 MG Sublingual Film
1307057	buprenorphine 4 MG / naloxone 1 MG [Suboxone]
1307058	buprenorphine 4 MG / naloxone 1 MG Sublingual Film [Suboxone]
1307059	buprenorphine 0.2 MG
1307060	naloxone 3 MG
1307061	buprenorphine 12 MG / naloxone 3 MG Sublingual Film
1307062	buprenorphine 12 MG / naloxone 3 MG [Suboxone]
1307063	buprenorphine 12 MG / naloxone 3 MG Sublingual Film [Suboxone]
1310924	butorphanol 10 MG/ML [Butorphic]
1310925	butorphanol Injectable Solution [Butorphic]
1310926	Butorphic Injectable Product
1310927	butorphanol 10 MG/ML Injectable Solution [Butorphic]
1356312	tapentadol 20 MG/ML
1356313	tapentadol Oral Liquid Product
1356314	tapentadol Oral Solution
1356797	brompheniramine maleate 4 MG / codeine phosphate 10 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1356798	brompheniramine maleate 4 MG / codeine phosphate 10 MG / phenylephrine hydrochloride 10 MG [Brovex PBC]
1356799	brompheniramine maleate 4 MG / codeine phosphate 10 MG / phenylephrine hydrochloride 10 MG Oral Tablet [Brovex PBC]
1356800	brompheniramine maleate 4 MG / codeine phosphate 10 MG Oral Tablet
1356801	brompheniramine maleate 4 MG / codeine phosphate 10 MG [BroveX CB]
1356802	brompheniramine maleate 4 MG / codeine phosphate 10 MG Oral Tablet [BroveX CB]
1356804	brompheniramine maleate 4 MG / codeine phosphate 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1356805	brompheniramine maleate 4 MG / codeine phosphate 20 MG / phenylephrine hydrochloride 10 MG [Brovex PBC]
1356806	brompheniramine maleate 4 MG / codeine phosphate 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet [Brovex PBC]
1356807	brompheniramine maleate 4 MG / codeine phosphate 20 MG Oral Tablet
1356808	brompheniramine maleate 4 MG / codeine phosphate 20 MG [BroveX CB]
1356809	brompheniramine maleate 4 MG / codeine phosphate 20 MG Oral Tablet [BroveX CB]
1366873	hydrocodone bitartrate 5 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
1366874	hydrocodone bitartrate 5 MG / pseudoephedrine hydrochloride 60 MG [P-V-Tussin]
1366875	hydrocodone bitartrate 5 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet [P-V-Tussin]
1372265	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution
1431074	buprenorphine 1.4 MG
1431075	naloxone 0.36 MG
