RXNORM	STR
1099708	CODEINE 10MG/GG 100MG/PSEUDEFED 30MG/TRIPROLIDINE 2MG/5ML LIQ
1099709	CODEINE 10MG/PSEUDEFED 30MG/TRIPROLIDINE 2MG/5ML SYRUP
1099711	codeine phosphate 20 MG / pseudoephedrine HCl 60 MG / triprolidine HCl 4 MG Oral Tablet
1099745	hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML / triprolidine hydro
1099746	hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML / triprolidine hydro
1110389	carbinoxamine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochlor
1110390	carbinoxamine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlorid
1110391	carbinoxamine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlorid
1110392	carbinoxamine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlorid
1110413	oxycodone hydrochloride 20 MG/ML [Oxydose]
1110433	oxycodone hydrochloride 5 MG [Oxynorm]
1110436	oxycodone hydrochloride 5 MG [Oxyrapid]
1110473	oxycodone hydrochloride 5 MG [M-Oxy]
1110483	acetaminophen 500 MG / oxycodone hydrochloride 5 MG [Roxilox]
1112220	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1
1112222	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydroch
1112223	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Zutripro]
1112224	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydroch
1113048	chlorcycli/pseudoephed/codeine 9.375 mg-30 mg-10 mg/5 mL ORAL LIQUID (ML)
1113049	chlorcyclizine hydrochloride 1.88 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydroch
1113050	chlorcyclizine hydrochloride 1.88 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydroch
1113051	chlorcyclizine HCl/codeine ph 9.375 mg-10 mg/5 mL ORAL LIQUID (ML)
1113052	chlorcyclizine hydrochloride 1.88 MG/ML / codeine phosphate 2 MG/ML [Notuss-NX]
1113053	chlorcyclizine hydrochloride 1.88 MG/ML / codeine phosphate 2 MG/ML Oral Solution [Notuss-NX]
1113062	Chlorcycliz/Phenyleph/Codeine 25 mg-10 mg-10 mg/5 mL ORAL LIQUID (ML)
1113063	chlorcyclizine hydrochloride 5 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydrochlorid
1113064	chlorcyclizine hydrochloride 5 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydrochlorid
1113311	oxycodone hydrochloride 5 MG [Oxecta]
1113312	oxycodone Oral Tablet [Oxecta]
1113313	Oxecta 5 MG Oral Tablet
1113314	oxycodone hydrochloride 7.5 MG Oral Tablet
1113315	oxycodone hydrochloride 7.5 MG [Oxecta]
1113316	Oxecta 7.5 MG Oral Tablet
1113389	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride
1113390	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride
1113391	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride
1113392	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride
1113417	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML
1113418	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113419	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113420	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113421	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113422	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113423	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113424	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113425	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113426	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113427	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113428	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113429	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113430	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113431	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113436	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113437	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113439	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113440	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113441	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113442	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML / pseudoephedrine hydrochlorid
1113997	codeine phosphate 1.6 MG/ML
1113998	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.6 MG/ML Oral Solution
1114000	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.6 MG/ML [Codar AR]
1114001	chlorpheniramine / codeine Oral Solution [Codar AR]
1114002	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.6 MG/ML Oral Solution [Codar AR]
1114003	chlorphen/pseudoephed/codeine 2 mg-30 mg-8 mg/5 mL ORAL LIQUID (ML)
1114026	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML Oral Soluti
1114028	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML [Codar GF]
1114029	codeine / guaifenesin Oral Solution [Codar GF]
1114030	Codar GF (codeine phosphate 8 MG / guaifenesin 200 MG) per 5 ML Oral Solution
1114110	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Or
1114334	Detussin 5mg-60mg/5ml Solution
1114336	hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML [Rezira]
1114338	hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution [Rezira
1114878	codeine phosphate 1.6 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
1115544	fentanyl 0.1 MG/ACTUAT
1115547	Lazanda
1115548	fentanyl 0.1 MG/ACTUAT [Lazanda]
1115573	fentanyl 0.1 MG/ACTUAT Metered Dose Nasal Spray
1115575	fentanyl 0.1 MG/ACTUAT Metered Dose Nasal Spray [Lazanda]
1115576	fentanyl 0.4 MG/ACTUAT
1115577	fentanyl 0.4 MG/ACTUAT Metered Dose Nasal Spray
1115578	fentanyl 0.4 MG/ACTUAT [Lazanda]
1115579	fentanyl 0.4 MG/ACTUAT Metered Dose Nasal Spray [Lazanda]
1115760	codeine phosphate 1.8 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Or
1115762	codeine phosphate 1.8 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML [Z
1115763	codeine / guaifenesin / pseudoephedrine Oral Solution [Z-Tuss E]
1115764	codeine phosphate 1.8 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Or
1144866	hydrocodone polistirex 10 MG
1145789	hydrocodone polistirex 2 MG/ML
1145790	chlorpheniramine polistirex 1.6 MG/ML / hydrocodone polistirex 2 MG/ML Extended Release Suspe
1145970	codeine phosphate 1.6 MG/ML / pseudoephedrine hydrochloride 6 MG/ML [Codar D]
1145971	codeine / pseudoephedrine Oral Solution [Codar D]
1145972	Codar D (codeine phosphate 8 MG / pseudoephedrine hydrochloride 30 MG) per 5 ML Oral Solution
1147393	acetaminophen 325 MG / hydrocodone bitartrate 10 MG [Xodol]
1147394	acetaminophen / hydrocodone Oral Tablet [Xodol]
1147395	acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet [Xodol]
1147705	Lortuss EX
1147706	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4.5 MG/ML [L
1147707	codeine / guaifenesin / pseudoephedrine Oral Solution [Lortuss
1147709	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4.5 MG/ML Or
1147828	codeine phosphate 10 MG / iodinated glycerol 30 MG per 5 ML Oral Solution
1147842	codeine phosphate 10 MG / pheniramine maleate 13.33 MG / phenylephrine hydrochloride 4.17 MG
1148478	24 HR tramadol hydrochloride 100 MG Extended Release Oral Caps
1148479	ConZip
1148480	tramadol hydrochloride 100 MG [ConZip]
1148481	tramadol Extended Release Oral Capsule [ConZip]
1148482	24 HR tramadol hydrochloride 100 MG Extended Release Oral Caps
1148483	ConZip 100 MG Extended Release Oral Capsule
1148485	24 HR tramadol hydrochloride 200 MG Extended Release Oral Caps
1148486	tramadol hydrochloride 200 MG [ConZip]
1148487	24 HR tramadol hydrochloride 200 MG Extended Release Oral Caps
1148488	ConZip 200 MG Extended Release Oral Capsule
1148489	24 HR tramadol hydrochloride 300 MG Extended Release Oral Caps
1148490	tramadol hydrochloride 300 MG [ConZip]
1148491	24 HR tramadol hydrochloride 300 MG Extended Release Oral Caps
1148492	ConZip 300 MG Extended Release Oral Capsule
1148796	tapentadol Extended Release Oral Tablet
1148797	12 HR tapentadol 100 MG Extended Release Oral Tablet
1148798	tapentadol 100 MG Extended Release Oral Tablet
1148799	tapentadol 150 MG
1148800	12 HR tapentadol 150 MG Extended Release Oral Tablet
1148801	tapentadol 150 MG Extended Release Oral Tablet
1148802	tapentadol 200 MG
1148803	12 HR tapentadol 200 MG Extended Release Oral Tablet
1148804	tapentadol 200 MG Extended Release Oral Tablet
1148805	tapentadol 250 MG
1148806	tapentadol 250 MG Extended Release Oral Tablet
1148807	12 HR tapentadol 250 MG Extended Release Oral Tablet
1148809	12 HR tapentadol 50 MG Extended Release Oral Tablet
1148810	tapentadol 50 MG Extended Release Oral Tablet
1149366	tapentadol Extended Release Oral Tablet [Nucynta]
1149367	12 HR tapentadol 100 MG Extended Release Oral Tablet [Nucynta]
1149368	Nucynta 100 MG Extended Release Oral Tablet
1149369	tapentadol 150 MG [Nucynta]
1149370	12 HR tapentadol 150 MG Extended Release Oral Tablet [Nucynta]
1149371	Nucynta 150 MG Extended Release Oral Tablet
1149372	tapentadol 200 MG [Nucynta]
1149373	12 HR Nucynta 200 MG Extended Release Oral Tablet
1149374	Nucynta 200 MG Extended Release Oral Tablet
1149375	tapentadol 250 MG [Nucynta]
1149376	12 HR tapentadol 250 MG Extended Release Oral Tablet [Nucynta]
1149377	Nucynta 250 MG Extended Release Oral Tablet
1149378	12 HR tapentadol 50 MG Extended Release Oral Tablet [Nucynta]
1149379	Nucynta 50 MG Extended Release Oral Tablet
1151359	buprenorphine / naloxone Oral Product
1151360	buprenorphine / naloxone Pill
1151361	buprenorphine Injectable Product
1151362	buprenorphine 5.7 MG
1151363	buprenorphine Pill
1151364	buprenorphine 200 MG/ML
1151378	butorphanol Inhalant Product
1151379	butorphanol Injectable Product
1151380	butorphanol Nasal Product
1151548	acetaminophen / hydrocodone Oral Liquid Product
1151549	acetaminophen / hydrocodone Oral Product
1151550	acetaminophen / hydrocodone Pill
1151899	acetaminophen / oxycodone Oral Liquid Product
1151900	acetaminophen / oxycodone Oral Product
1151901	acetaminophen / oxycodone Pill
1152238	acetaminophen / tramadol Oral Product
1152239	acetaminophen / tramadol Pill
1152250	acetaminophen / butalbital / caffeine / codeine Oral Product
1152251	acetaminophen / butalbital / caffeine / codeine Pill
1152539	acetaminophen / dihydrocodeine Oral Product
1152540	acetaminophen / dihydrocodeine Pill
1153517	aspirin / caffeine / dihydrocodeine Oral Product
1153518	aspirin / caffeine / dihydrocodeine Pill
1153529	aspirin / carisoprodol / codeine Oral Product
1153530	aspirin / carisoprodol / codeine Pill
1153552	aspirin / codeine Oral Product
1153719	aspirin / codeine Pill
1153735	aspirin / hydrocodone Oral Product
1153736	aspirin / hydrocodone Pill
1153749	aspirin / oxycodone Oral Product
1153750	aspirin / oxycodone Pill
1153881	chlorpheniramine / codeine / phenylephrine Oral Liquid Product
1153882	chlorpheniramine / codeine / phenylephrine Oral Product
1153885	chlorpheniramine / codeine / pseudoephedrine Oral Liquid Produ
1153886	chlorpheniramine / codeine / pseudoephedrine Oral Product
1153889	chlorpheniramine / codeine Oral Liquid Product
1153890	chlorpheniramine / codeine Oral Product
1153891	chlorpheniramine / codeine Pill
1154056	aspirin / butalbital / caffeine / codeine Oral Product
1154057	aspirin / butalbital / caffeine / codeine Pill
1154481	chlorpheniramine / guaifenesin / hydrocodone / pseudoephedrine
1154501	chlorpheniramine / hydrocodone / phenylephrine Oral Liquid Product
1154502	chlorpheniramine / hydrocodone / phenylephrine Oral Product
1154503	chlorpheniramine / hydrocodone / pseudoephedrine Oral Liquid P
1154504	chlorpheniramine / hydrocodone / pseudoephedrine Oral Product
1154523	codeine / guaifenesin / phenylephrine Oral Product
1154570	acetaminophen / caffeine / codeine Oral Product
1154590	acetaminophen / caffeine / dihydrocodeine Oral Product
1154591	acetaminophen / caffeine / dihydrocodeine Pill
1154770	chlorpheniramine / hydrocodone Oral Liquid Product
1154771	chlorpheniramine / hydrocodone Oral Product
1154772	chlorpheniramine / hydrocodone Pill
1154803	codeine / guaifenesin / phenylephrine Pill
1154810	codeine / guaifenesin / pseudoephedrine Oral Liquid Product
1154811	codeine / guaifenesin / pseudoephedrine Oral Product
1154812	codeine / guaifenesin / pseudoephedrine Pill
1154815	codeine / guaifenesin Oral Liquid Product
1154816	codeine / guaifenesin Oral Product
1154817	codeine / guaifenesin Pill
1154818	codeine / ibuprofen Oral Product
1154819	codeine / ibuprofen Pill
1154820	codeine / kaolin Oral Liquid Product
1154821	codeine / kaolin Oral Product
1154830	codeine / phenylephrine / promethazine Oral Liquid Product
1154831	codeine / phenylephrine / promethazine Oral Product
1154834	codeine / phenylephrine / pyrilamine Oral Liquid Product
1154835	codeine / phenylephrine / pyrilamine Oral Product
1155151	codeine / promethazine Oral Liquid Product
1155152	codeine / promethazine Oral Product
1155158	codeine / pseudoephedrine Oral Liquid Product
1155159	codeine / pseudoephedrine Oral Product
1155160	codeine / pseudoephedrine Pill
1155163	codeine / terpin hydrate Oral Liquid Product
1155164	codeine / terpin hydrate Oral Product
1155165	codeine / dexchlorpheniramine / phenylephrine Oral Liquid Prod
1155166	codeine / dexchlorpheniramine / phenylephrine Oral Product
1155183	codeine Injectable Product
1155184	codeine Oral Liquid Product
1155185	codeine Oral Product
1155186	codeine Pill
1155385	brompheniramine / codeine / phenylephrine Oral Liquid Product
1155386	brompheniramine / codeine / phenylephrine Oral Product
1155387	brompheniramine / codeine / phenylephrine Pill
1155388	brompheniramine / codeine / phenylpropanolamine Oral Liquid Pr
1155389	brompheniramine / codeine / phenylpropanolamine Oral Product
1155390	brompheniramine / codeine / pseudoephedrine Oral Liquid Produc
1155391	brompheniramine / codeine / pseudoephedrine Oral Product
1155393	brompheniramine / codeine Oral Product
1155394	brompheniramine / codeine Pill
1155444	chlorpheniramine / dihydrocodeine / phenylephrine Oral Liquid
1155445	chlorpheniramine / dihydrocodeine / phenylephrine Oral Product
1155597	acetaminophen / codeine Oral Liquid Product
1155598	acetaminophen / codeine Oral Product
1155599	acetaminophen / codeine Pill
1155618	aluminum hydroxide / aspirin / codeine / magnesium hydroxide Oral Product
1155619	aluminum hydroxide / aspirin / codeine / magnesium hydroxide Pill
1155730	brompheniramine / guaifenesin / hydrocodone Oral Liquid Produc
1155731	brompheniramine / guaifenesin / hydrocodone Oral Product
1155999	belladonna alkaloids / opium Rectal Product
1156164	cyclizine / morphine Injectable Product
1156360	morphine Injectable Product
1156362	morphine Oral Liquid Product
1156363	morphine Oral Product
1156364	morphine Pill
1156365	morphine Rectal Product
1156970	nalbuphine Injectable Product
1156976	naloxone / pentazocine Oral Product
1156977	naloxone / pentazocine Pill
1156980	naloxone Injectable Product
1156981	naltrexone Injectable Product
1156982	naltrexone Oral Product
1156983	naltrexone Pill
1157660	tramadol Injectable Product
1157661	tramadol Oral Liquid Product
1157662	tramadol Oral Product
1157663	tramadol Pill
1157830	guaiacolsulfonate / hydrocodone Oral Liquid Product
1157831	guaiacolsulfonate / hydrocodone Oral Product
1158557	guaifenesin / hydrocodone / pseudoephedrine Oral Liquid Produc
1158558	guaifenesin / hydrocodone / pseudoephedrine Oral Product
1158562	guaifenesin / hydrocodone Oral Liquid Product
1158563	guaifenesin / hydrocodone Oral Product
1158565	guaifenesin / hydromorphone Oral Liquid Product
1158566	guaifenesin / hydromorphone Oral Product
1158923	dihydrocodeine Injectable Product
1158924	dihydrocodeine Oral Liquid Product
1158925	dihydrocodeine Oral Product
1158926	dihydrocodeine Pill
1159054	fentanyl / ropivacaine Injectable Product
1159055	fentanyl Inhalant Product
1159056	fentanyl Injectable Product
1159057	fentanyl Nasal Product
1159058	fentanyl Oral Product
1159059	fentanyl Pill
1159060	fentanyl Topical Product
1159519	homatropine / hydrocodone Oral Liquid Product
1159520	homatropine / hydrocodone Oral Product
1159521	homatropine / hydrocodone Pill
1160338	heroin Injectable Product
1160381	meperidine / promethazine Oral Product
1160382	meperidine / promethazine Pill
1160383	meperidine Injectable Product
1160384	meperidine Oral Liquid Product
1160385	meperidine Oral Product
1160386	meperidine Pill
1160875	tapentadol Oral Product
1160876	tapentadol Pill
1160889	heroin Oral Product
1160890	heroin Pill
1161039	opium Oral Liquid Product
1161040	opium Oral Product
1161619	methadone Injectable Product
1161620	methadone Oral Liquid Product
1161621	methadone Oral Product
1161622	methadone Pill
1161680	oxycodone Injectable Product
1161681	oxycodone Oral Liquid Product
1161682	oxycodone Oral Product
1161683	oxycodone Pill
1161864	chlorcyclizine / codeine / pseudoephedrine Oral Liquid Product
1161865	chlorcyclizine / codeine / pseudoephedrine Oral Product
1162252	oxymorphone Oral Product
1162253	oxymorphone Pill
1162788	hydrocodone / ibuprofen Oral Product
1162789	hydrocodone / ibuprofen Pill
1162801	hydrocodone / pseudoephedrine Oral Product
1162802	hydrocodone / pseudoephedrine Pill
1163105	bromodiphenhydramine / codeine Oral Liquid Product
1163106	bromodiphenhydramine / codeine Oral Product
1163405	hydrocodone Oral Product
1163406	hydrocodone Pill
1163479	levorphanol Injectable Product
1163480	levorphanol Oral Product
1163481	levorphanol Pill
1164618	hydromorphone Injectable Product
1164619	hydromorphone Oral Liquid Product
1164620	hydromorphone Oral Product
1164621	hydromorphone Pill
1164622	hydromorphone Rectal Product
1164783	pentazocine Injectable Product
1165305	ibuprofen / oxycodone Oral Product
1165306	ibuprofen / oxycodone Pill
1165401	morphine / naltrexone Oral Product
1165402	morphine / naltrexone Pill
1165876	A-Cof DH Oral Liquid Product
1165877	A-Cof DH Oral Product
1165878	A-G Tussin Oral Liquid Product
1165879	A-G Tussin Oral Product
1165961	Abstral Oral Product
1165962	Abstral Pill
1166500	Fentora Oral Product
1166501	Fentora Pill
1166502	Fentuss Expectorant Oral Liquid Product
1166503	Fentuss Expectorant Oral Product
1166545	Hytussin Oral Product
1166579	Ibudone Oral Product
1166582	Ibudone Pill
1166787	Bron-Tuss Oral Liquid Product
1166788	Bron-Tuss Oral Product
1166892	Combunox Oral Product
1166893	Combunox Pill
1166995	DuoCet Oral Product
1166996	DuoCet Pill
1167006	Duohist Oral Liquid Product
1167007	Duohist Oral Product
1167040	Entuss D Oral Product
1167042	Entuss Expectorant Oral Liquid Product
1167043	Entuss Expectorant Oral Product
1167044	Entuss Oral Liquid Product
1167045	Entuss Oral Product
1167047	Entuss D Oral Liquid Product
1167050	Entuss-D Liquid Oral Product
1167339	Brontex Oral Liquid Product
1167340	Brontex Oral Product
1167342	Brontex Pill
1167362	Ceta Plus Oral Product
1167363	Ceta Plus Pill
1167487	Damason-P Oral Product
1167488	Damason-P Pill
1167510	Dicomal-PH Oral Liquid Product
1167511	Dicomal-PH Oral Product
1167845	Allfen CD Oral Product
1167846	Allfen CD Pill
1167847	Allfen CDX Oral Liquid Product
1167848	Allfen CDX Oral Product
1167849	Allfen CDX Pill
1167979	Baltussin Oral Liquid Product
1167980	Baltussin Oral Product
1167985	Bancap HC Oral Product
1167986	Bancap HC Pill
1168005	BroveX CB Oral Product
1168006	BroveX CB Pill
1168031	Brovex PBC Oral Product
1168032	Brovex PBC Pill
1168053	BuTrans Topical Product
1168080	Cheracol with Codeine Oral Liquid Product
1168085	Cheracol with Codeine Oral Product
1168086	Cheratussin DAC Oral Liquid Product
1168090	Cheratussin DAC Oral Product
1168092	Cheratussin Oral Liquid Product
1168093	Cheratussin Oral Product
1168113	ConZip Oral Product
1168114	ConZip Pill
1168126	Condasin Oral Liquid Product
1168127	Condasin Oral Product
1168200	Duraganidin NR Oral Liquid Product
1168201	Duraganidin NR Oral Product
1168205	Duragesic Topical Product
1168222	Duramorph Injectable Product
1168324	Fioricet with Codeine Oral Product
1168325	Fioricet with Codeine Pill
1168328	Fiorinal with Codeine Oral Product
1168329	Fiorinal with Codeine Pill
1168496	Alor Oral Product
1168497	Alor Pill
1168519	KG-Fed Expectorant Oral Liquid Product
1168520	KG-Fed Expectorant Oral Product
1168521	KG-Fed Oral Liquid Product
1168522	KG-Fed Oral Product
1168525	KG-Tuss HD Oral Liquid Product
1168526	KG-Tuss HD Oral Product
1168527	KG-Tussin Oral Liquid Product
1168528	KG-Tussin Oral Product
1168529	KGS HC Oral Liquid Product
1168530	KGS HC Oral Product
1168543	Kadian Oral Product
1168544	Kadian Pill
1168687	Buprenex Injectable Product
1168852	Dihistine DH Oral Liquid Product
1168853	Dihistine DH Oral Product
1168854	Dihistine Oral Liquid Product
1168855	Dihistine Oral Product
1168866	Dilaudid Cough Oral Liquid Product
1168867	Dilaudid Cough Oral Product
1168868	Dilaudid Injectable Product
1168869	Dilaudid Oral Liquid Product
1168870	Dilaudid Oral Product
1168871	Dilaudid Pill
1168872	Dilaudid Rectal Product
1168995	Fiortal with Codeine Oral Product
1168996	Fiortal with Codeine Pill
1169080	Gencofed Expectorant Oral Liquid Product
1169081	Gencofed Expectorant Oral Product
1169082	Gencofed Oral Liquid Product
1169083	Gencofed Oral Product
1169090	GeneCof XP Oral Liquid Product
1169091	GeneCof XP Oral Product
1169098	Genecof HC Oral Liquid Product
1169099	Genecof HC Oral Product
1169129	Hexatussin Oral Liquid Product
1169130	Hexatussin Oral Product
1169558	Dazidox Oral Product
1169559	Dazidox Pill
1169572	De-Chlor NX Oral Liquid Product
1169573	De-Chlor NX Oral Product
1169648	Duromorph Injectable Product
1169829	Genocidin Tuss Oral Liquid Product
1169830	Genocidin Tuss Oral Product
1169909	Actiq Oral Product
1170325	Decohistine DH Oral Liquid Product
1170326	Decohistine DH Oral Product
1170327	Decohistine Oral Liquid Product
1170328	Decohistine Oral Product
1170394	Dynatuss DF Oral Liquid Product
1170395	Dynatuss DF Oral Product
1170595	Histinex D Oral Product
1170600	Histinex PV Oral Liquid Product
1170601	Histinex PV Oral Product
1170665	Ambenyl Oral Liquid Product
1170666	Ambenyl Oral Product
1170674	Ambifed CD Oral Product
1170675	Ambifed CD Pill
1170688	Ambifed-G CD Oral Product
1170689	Ambifed-G CD Pill
1171014	Deconsal C Oral Liquid Product
1171015	Deconsal C Oral Product
1171030	Decotuss-HD Oral Liquid Product
1171031	Decotuss-HD Oral Product
1171456	Ascomp Oral Product
1171457	Ascomp Pill
1171617	Cotab A Oral Product
1171618	Cotab A Pill
1171619	Cotab AX Oral Product
1171620	Cotab AX Pill
1171641	Cotuss-V Oral Liquid Product
1171642	Cotuss-V Oral Product
1171762	ETH-Oxydose Oral Liquid Product
1171763	ETH-Oxydose Oral Product
1171851	Exalgo Oral Product
1171852	Exalgo Pill
1171864	Flutuss XP Oral Liquid Product
1171865	Flutuss XP Oral Product
1172176	Astramorph Injectable Product
1172420	Demerol Injectable Product
1172423	Demerol Oral Liquid Product
1172426	Demerol Oral Product
1172427	Demerol Pill
1172675	Gua HC Oral Liquid Product
1172676	Gua HC Oral Product
1172702	Hy-KXP Oral Liquid Product
1172703	Hy-KXP Oral Product
1172704	Hy-Phen Oral Product
1172705	Hy-Phen Pill
1172708	HyTan Oral Product
1172717	Hycet Oral Liquid Product
1172718	Hycet Oral Product
1172723	Hyco-pap Oral Product
1172724	Hyco-pap Pill
1172725	Hycoclar Tuss Oral Liquid Product
1172726	Hycoclar Tuss Oral Product
1172763	Infumorph Injectable Product
1172945	Canges XP Oral Liquid Product
1172946	Canges XP Oral Product
1172965	Capital and Codeine Oral Liquid Product
1172966	Capital and Codeine Oral Product
1173093	Depade Oral Product
1173094	Depade Pill
1173117	Depodur Injectable Product
1173330	Guai-Co Oral Liquid Product
1173331	Guai-Co Oral Product
1173341	Guaiatussin DAC Oral Liquid Product
1173342	Guaiatussin DAC Oral Product
1173365	Guaifen AC Oral Liquid Product
1173366	Guaifen AC Oral Product
1173371	Guaifen DAC Oral Liquid Product
1173372	Guaifen DAC Oral Product
1173373	Hycoclear Oral Liquid Product
1173374	Hycoclear Oral Product
1173375	Hycodan Oral Liquid Product
1173376	Hycodan Oral Product
1173377	Hycodan Pill
1173381	Hycomed Oral Product
1173382	Hycomed Pill
1173394	Hycosin Expectorant Oral Liquid Product
1173395	Hycosin Expectorant Oral Product
1173396	Hycotuss Expectorant Oral Liquid Product
1173397	Hycotuss Expectorant Oral Product
1173408	Hydone Formula Liquid Oral Liquid Product
1173409	Hydone Formula Liquid Oral Product
1173590	Atuss EX Oral Liquid Product
1173591	Atuss EX Oral Product
1173596	Atuss HD Extended Release Oral Product
1173600	Atuss HS Oral Product
1173601	Atuss HX Oral Product
1173693	Co-Histine Oral Product
1173718	Co-Gesic Oral Product
1173719	Co-Gesic Pill
1173720	Co-Histine DH Oral Liquid Product
1173721	Co-Histine DH Oral Product
1173722	Co-Histine Oral Liquid Product
1173732	Cyclimorph Injectable Product
1173749	Cycofed Expectorant Oral Liquid Product
1173750	Cycofed Expectorant Oral Product
1173751	Cycofed Oral Liquid Product
1173752	Cycofed Oral Product
1174010	Guaifenesin DAC Liquid Oral Liquid Product
1174011	Guaifenesin DAC Liquid Oral Product
1174208	Amtussin Oral Liquid Product
1174209	Amtussin Oral Product
1174238	L-Dromoran Injectable Product
1174271	L-Dromoran Oral Product
1174275	Kwelcof Oral Liquid Product
1174276	Kwelcof Oral Product
1174278	L-Dromoran Pill
1174367	Biotussin Oral Liquid Product
1174368	Biotussin Oral Product
1174422	Co-Tuss V Expectorant Oral Liquid Product
1174423	Co-Tuss V Expectorant Oral Product
1174424	Co-Tussin Oral Liquid Product
1174425	Co-Tussin Oral Product
1174546	Despec-PDC Oral Liquid Product
1174549	Dolacet Oral Product
1174550	Dolacet Pill
1174551	Dolagesic Oral Product
